date	state	fips_state	daily_cases	cumsum_cases	daily_hospitalizations	cumsum_hospitalizations	daily_deaths	cumsum_deaths	daily_recovered	cumsum_recovered
2020-09-13	KY	21	530.0	56945.0	0.0	4886.0	3.0	1060.0	0.0	10872.0
2020-09-14	KY	21	337.0	57282.0	19.0	4905.0	5.0	1065.0	46.0	10918.0
2020-09-15	KY	21	718.0	58000.0	19.0	4924.0	9.0	1074.0	44.0	10962.0
2020-09-16	KY	21	764.0	58764.0	3.0	4927.0	8.0	1082.0	81.0	11043.0
2020-09-17	KY	21	606.0	59370.0	49.0	4976.0	11.0	1093.0	66.0	11109.0
2020-09-18	KY	21	758.0	60128.0	26.0	5002.0	8.0	1101.0	59.0	11168.0
2020-09-19	KY	21	978.0	61106.0	24.0	5026.0	7.0	1108.0	69.0	11237.0
2020-09-20	KY	21	436.0	61542.0	0.0	5026.0	3.0	1111.0	0.0	11237.0
2020-09-21	KY	21	375.0	61917.0	25.0	5051.0	1.0	1112.0	46.0	11283.0
2020-09-22	KY	21	814.0	62731.0	24.0	5075.0	7.0	1119.0	78.0	11361.0
2020-09-23	KY	21	786.0	63517.0	20.0	5095.0	5.0	1124.0	119.0	11480.0
2020-09-24	KY	21	641.0	64158.0	24.0	5119.0	13.0	1137.0	90.0	11570.0
2020-09-25	KY	21	908.0	65066.0	28.0	5147.0	12.0	1149.0	107.0	11677.0
2020-09-26	KY	21	970.0	66036.0	46.0	5193.0	5.0	1154.0	73.0	11750.0
2020-09-27	KY	21	455.0	66491.0	0.0	5193.0	3.0	1157.0	0.0	11750.0
2020-09-28	KY	21	448.0	66939.0	15.0	5208.0	5.0	1162.0	37.0	11787.0
2020-09-29	KY	21	917.0	67856.0	42.0	5250.0	8.0	1170.0	5.0	11792.0
2020-09-30	KY	21	984.0	68840.0	29.0	5279.0	4.0	1174.0	48.0	11840.0
2020-10-01	KY	21	888.0	69728.0	36.0	5315.0	17.0	1191.0	130.0	11970.0
2020-10-02	KY	21	999.0	70727.0	19.0	5334.0	6.0	1197.0	71.0	12041.0
2020-10-03	KY	21	1274.0	72001.0	28.0	5362.0	8.0	1205.0	80.0	12121.0
2020-10-04	KY	21	616.0	72617.0	0.0	5362.0	4.0	1209.0	0.0	12121.0
2020-10-05	KY	21	541.0	73158.0	195.0	5557.0	5.0	1214.0	324.0	12445.0
2020-10-06	KY	21	1036.0	74194.0	65.0	5622.0	4.0	1218.0	306.0	12751.0
2020-10-07	KY	21	2393.0	76587.0	57.0	5679.0	5.0	1223.0	49.0	12800.0
2020-10-08	KY	21	868.0	77455.0	135.0	5814.0	11.0	1234.0	313.0	13113.0
2020-10-09	KY	21	1001.0	78456.0	219.0	6033.0	8.0	1242.0	304.0	13417.0
2020-10-10	KY	21	989.0	79445.0	61.0	6094.0	7.0	1249.0	122.0	13539.0
2020-10-11	KY	21	847.0	80292.0	0.0	6094.0	3.0	1252.0	0.0	13539.0
2020-10-12	KY	21	638.0	80930.0	27.0	6121.0	3.0	1255.0	76.0	13615.0
2020-10-13	KY	21	761.0	81691.0	138.0	6259.0	14.0	1269.0	371.0	13986.0
2020-10-14	KY	21	1322.0	83013.0	220.0	6479.0	7.0	1276.0	2770.0	16756.0
2020-10-15	KY	21	1182.0	84195.0	27.0	6506.0	20.0	1296.0	172.0	16928.0
2020-10-16	KY	21	1311.0	85506.0	39.0	6545.0	4.0	1300.0	90.0	17018.0
2020-10-17	KY	21	1291.0	86797.0	47.0	6592.0	12.0	1312.0	137.0	17155.0
2020-10-18	KY	21	810.0	87607.0	0.0	6592.0	5.0	1317.0	0.0	17155.0
2020-10-19	KY	21	640.0	88247.0	24.0	6616.0	9.0	1326.0	74.0	17229.0
2020-10-20	KY	21	1297.0	89544.0	49.0	6665.0	16.0	1342.0	173.0	17402.0
2020-10-21	KY	21	1452.0	90996.0	56.0	6721.0	21.0	1363.0	132.0	17534.0
2020-10-22	KY	21	1303.0	92299.0	40.0	6761.0	17.0	1380.0	93.0	17627.0
2020-10-23	KY	21	1449.0	93748.0	55.0	6816.0	16.0	1396.0	95.0	17722.0
2020-10-24	KY	21	1732.0	95480.0	49.0	6865.0	8.0	1404.0	1.0	17723.0
2020-10-25	KY	21	1462.0	96942.0	0.0	6865.0	3.0	1407.0	0.0	17723.0
2020-10-26	KY	21	924.0	97866.0	30.0	6895.0	3.0	1410.0	158.0	17881.0
2020-10-27	KY	21	1771.0	99637.0	52.0	6947.0	18.0	1428.0	164.0	18045.0
2020-10-28	KY	21	1857.0	101494.0	61.0	7008.0	14.0	1442.0	120.0	18165.0
2020-10-29	KY	21	1811.0	103305.0	61.0	7069.0	19.0	1461.0	112.0	18277.0
2020-10-30	KY	21	1937.0	105242.0	29.0	7098.0	15.0	1476.0	130.0	18407.0
2020-10-31	KY	21	1977.0	107219.0	112.0	7210.0	9.0	1485.0	61.0	18468.0
2020-05-01	MD	24	1730.0	23472.0	159.0	4718.0	50.0	1276.0	85.0	1517.0
2020-05-02	MD	24	1001.0	24473.0	192.0	4910.0	47.0	1323.0	73.0	1590.0
2020-05-03	MD	24	989.0	25462.0	141.0	5051.0	49.0	1372.0	76.0	1666.0
2020-05-04	MD	24	946.0	26408.0	148.0	5199.0	52.0	1424.0	29.0	1695.0
2020-05-05	MD	24	709.0	27117.0	138.0	5337.0	52.0	1476.0	115.0	1810.0
2020-05-06	MD	24	1046.0	28163.0	160.0	5497.0	44.0	1520.0	93.0	1903.0
2020-05-07	MD	24	1211.0	29374.0	166.0	5663.0	60.0	1580.0	126.0	2029.0
2020-05-08	MD	24	1111.0	30485.0	148.0	5811.0	63.0	1643.0	12.0	2041.0
2020-05-09	MD	24	1049.0	31534.0	121.0	5932.0	49.0	1692.0	118.0	2159.0
2020-05-10	MD	24	1053.0	32587.0	23.0	5955.0	47.0	1739.0	134.0	2293.0
2020-05-11	MD	24	786.0	33373.0	228.0	6183.0	49.0	1788.0	5.0	2298.0
2020-05-12	MD	24	688.0	34061.0	104.0	6287.0	46.0	1834.0	96.0	2394.0
2020-05-13	MD	24	751.0	34812.0	117.0	6404.0	47.0	1881.0	62.0	2456.0
2020-05-14	MD	24	1091.0	35903.0	149.0	6553.0	54.0	1935.0	113.0	2569.0
2020-05-15	MD	24	1083.0	36986.0	126.0	6679.0	56.0	1991.0	116.0	2685.0
2020-05-16	MD	24	982.0	37968.0	76.0	6755.0	49.0	2040.0	121.0	2806.0
2020-05-17	MD	24	836.0	38804.0	238.0	6993.0	50.0	2090.0	10.0	2816.0
2020-05-18	MD	24	958.0	39762.0	93.0	7086.0	32.0	2122.0	1.0	2817.0
2020-05-19	MD	24	1784.0	41546.0	113.0	7199.0	42.0	2164.0	51.0	2868.0
2020-05-20	MD	24	777.0	42323.0	194.0	7393.0	34.0	2198.0	125.0	2993.0
2020-05-21	MD	24	1208.0	43531.0	92.0	7485.0	23.0	2221.0	106.0	3099.0
2020-05-22	MD	24	893.0	44424.0	149.0	7634.0	53.0	2274.0	144.0	3243.0
2020-05-23	MD	24	1071.0	45495.0	191.0	7825.0	32.0	2306.0	40.0	3283.0
2020-05-24	MD	24	818.0	46313.0	114.0	7939.0	35.0	2341.0	36.0	3319.0
2020-05-25	MD	24	839.0	47152.0	153.0	8092.0	38.0	2379.0	10.0	3329.0
2020-05-26	MD	24	535.0	47687.0	87.0	8179.0	38.0	2417.0	5.0	3334.0
2020-05-27	MD	24	736.0	48423.0	102.0	8281.0	41.0	2458.0	67.0	3401.0
2020-05-28	MD	24	1286.0	49709.0	111.0	8392.0	43.0	2501.0	67.0	3468.0
2020-05-29	MD	24	1279.0	50988.0	87.0	8479.0	37.0	2538.0	103.0	3571.0
2020-05-30	MD	24	1027.0	52015.0	140.0	8619.0	24.0	2562.0	78.0	3649.0
2020-05-31	MD	24	763.0	52778.0	119.0	8738.0	34.0	2596.0	115.0	3764.0
2020-06-01	MD	24	549.0	53327.0	148.0	8886.0	29.0	2625.0	18.0	3782.0
2020-06-02	MD	24	848.0	54175.0	71.0	8957.0	21.0	2646.0	73.0	3855.0
2020-06-03	MD	24	807.0	54982.0	154.0	9111.0	20.0	2666.0	115.0	3970.0
2020-06-04	MD	24	876.0	55858.0	106.0	9217.0	2.0	2668.0	15.0	3985.0
2020-06-05	MD	24	912.0	56770.0	129.0	9346.0	34.0	2702.0	174.0	4159.0
2020-06-06	MD	24	712.0	57482.0	105.0	9451.0	38.0	2740.0	16.0	4175.0
2020-06-07	MD	24	491.0	57973.0	95.0	9546.0	9.0	2749.0	65.0	4240.0
2020-06-08	MD	24	431.0	58404.0	83.0	9629.0	27.0	2776.0	0.0	4240.0
2020-06-09	MD	24	500.0	58904.0	47.0	9676.0	35.0	2811.0	39.0	4279.0
2020-06-10	MD	24	561.0	59465.0	79.0	9755.0	33.0	2844.0	31.0	4310.0
2020-06-11	MD	24	732.0	60197.0	34.0	9789.0	31.0	2875.0	55.0	4365.0
2020-06-12	MD	24	416.0	60613.0	134.0	9923.0	25.0	2900.0	109.0	4474.0
2020-06-13	MD	24	692.0	61305.0	130.0	10053.0	26.0	2926.0	62.0	4536.0
2020-06-14	MD	24	396.0	61701.0	112.0	10165.0	13.0	2939.0	5.0	4541.0
2020-06-15	MD	24	331.0	62032.0	57.0	10222.0	8.0	2947.0	26.0	4567.0
2020-06-16	MD	24	377.0	62409.0	40.0	10262.0	35.0	2982.0	12.0	4579.0
2020-06-17	MD	24	560.0	62969.0	47.0	10309.0	14.0	2996.0	17.0	4596.0
2020-06-18	MD	24	260.0	63229.0	48.0	10357.0	20.0	3016.0	44.0	4640.0
2020-06-19	MD	24	319.0	63548.0	90.0	10447.0	14.0	3030.0	45.0	4685.0
2020-06-20	MD	24	408.0	63956.0	50.0	10497.0	22.0	3052.0	60.0	4745.0
2020-06-21	MD	24	350.0	64306.0	47.0	10544.0	14.0	3066.0	28.0	4773.0
2020-06-22	MD	24	297.0	64603.0	28.0	10572.0	8.0	3074.0	3.0	4776.0
2020-06-23	MD	24	404.0	65007.0	39.0	10611.0	18.0	3092.0	21.0	4797.0
2020-06-24	MD	24	330.0	65337.0	37.0	10648.0	16.0	3108.0	13.0	4810.0
2020-06-25	MD	24	440.0	65777.0	35.0	10683.0	21.0	3129.0	64.0	4874.0
2020-06-26	MD	24	338.0	66115.0	42.0	10725.0	13.0	3142.0	29.0	4903.0
2020-06-27	MD	24	335.0	66450.0	26.0	10751.0	15.0	3157.0	32.0	4935.0
2020-06-28	MD	24	327.0	66777.0	42.0	10793.0	11.0	3168.0	41.0	4976.0
2020-06-29	MD	24	477.0	67254.0	29.0	10822.0	7.0	3175.0	3.0	4979.0
2020-06-30	MD	24	305.0	67559.0	22.0	10844.0	15.0	3190.0	3.0	4982.0
2020-07-01	MD	24	359.0	67918.0	58.0	10902.0	15.0	3205.0	19.0	5001.0
2020-07-02	MD	24	505.0	68423.0	37.0	10939.0	7.0	3212.0	12.0	5013.0
2020-07-03	MD	24	538.0	68961.0	34.0	10973.0	11.0	3223.0	10.0	5023.0
2020-07-04	MD	24	380.0	69341.0	61.0	11034.0	13.0	3236.0	2.0	5025.0
2020-07-05	MD	24	291.0	69632.0	37.0	11071.0	7.0	3243.0	4.0	5029.0
2020-07-06	MD	24	272.0	69904.0	25.0	11096.0	3.0	3246.0	0.0	5029.0
2020-07-07	MD	24	492.0	70396.0	15.0	11111.0	20.0	3266.0	7.0	5036.0
2020-07-08	MD	24	465.0	70861.0	73.0	11184.0	9.0	3275.0	49.0	5085.0
2020-07-09	MD	24	586.0	71447.0	37.0	11221.0	13.0	3288.0	47.0	5132.0
2020-07-10	MD	24	463.0	71910.0	79.0	11300.0	15.0	3303.0	25.0	5157.0
2020-07-11	MD	24	557.0	72467.0	53.0	11353.0	7.0	3310.0	33.0	5190.0
2020-07-12	MD	24	642.0	73109.0	67.0	11420.0	9.0	3319.0	40.0	5230.0
2020-07-13	MD	24	418.0	73527.0	47.0	11467.0	6.0	3325.0	0.0	5230.0
2020-07-14	MD	24	733.0	74260.0	18.0	11485.0	9.0	3334.0	8.0	5238.0
2020-07-15	MD	24	756.0	75016.0	140.0	11625.0	7.0	3341.0	0.0	5238.0
2020-07-16	MD	24	648.0	75664.0	62.0	11687.0	6.0	3347.0	48.0	5286.0
2020-07-17	MD	24	707.0	76371.0	41.0	11728.0	12.0	3359.0	0.0	5286.0
2020-07-18	MD	24	835.0	77206.0	60.0	11788.0	9.0	3368.0	58.0	5344.0
2020-07-19	MD	24	925.0	78131.0	53.0	11841.0	9.0	3377.0	0.0	5344.0
2020-07-20	MD	24	554.0	78685.0	56.0	11897.0	5.0	3382.0	0.0	5344.0
2020-07-21	MD	24	860.0	79545.0	52.0	11949.0	20.0	3402.0	36.0	5380.0
2020-07-22	MD	24	627.0	80172.0	48.0	11997.0	3.0	3405.0	54.0	5434.0
2020-07-23	MD	24	664.0	80836.0	40.0	12037.0	4.0	3409.0	0.0	5434.0
2020-07-24	MD	24	930.0	81766.0	82.0	12119.0	13.0	3422.0	0.0	5434.0
2020-07-25	MD	24	1288.0	83054.0	69.0	12188.0	11.0	3433.0	0.0	5434.0
2020-07-26	MD	24	694.0	83748.0	95.0	12283.0	7.0	3440.0	0.0	5434.0
2020-07-27	MD	24	1128.0	84876.0	56.0	12339.0	7.0	3447.0	0.0	5434.0
2020-07-28	MD	24	648.0	85524.0	50.0	12389.0	11.0	3458.0	158.0	5592.0
2020-07-29	MD	24	761.0	86285.0	59.0	12448.0	20.0	3478.0	0.0	5592.0
2020-07-30	MD	24	892.0	87177.0	52.0	12500.0	10.0	3488.0	0.0	5592.0
2020-07-31	MD	24	1169.0	88346.0	93.0	12593.0	5.0	3493.0	97.0	5689.0
2020-08-01	MD	24	1019.0	89365.0	79.0	12672.0	13.0	3506.0	24.0	5713.0
2020-08-02	MD	24	909.0	90274.0	74.0	12746.0	9.0	3515.0	0.0	5713.0
2020-08-03	MD	24	870.0	91144.0	86.0	12832.0	8.0	3523.0	27.0	5740.0
2020-08-04	MD	24	710.0	91854.0	56.0	12888.0	7.0	3530.0	0.0	5740.0
2020-08-05	MD	24	572.0	92426.0	34.0	12922.0	6.0	3536.0	9.0	5749.0
2020-08-06	MD	24	579.0	93005.0	56.0	12978.0	15.0	3551.0	41.0	5790.0
2020-08-07	MD	24	801.0	93806.0	69.0	13047.0	14.0	3565.0	48.0	5838.0
2020-08-08	MD	24	775.0	94581.0	58.0	13105.0	12.0	3577.0	61.0	5899.0
2020-08-09	MD	24	922.0	95503.0	72.0	13177.0	8.0	3585.0	11.0	5910.0
2020-08-10	MD	24	755.0	96258.0	70.0	13247.0	6.0	3591.0	0.0	5910.0
2020-08-11	MD	24	585.0	96843.0	19.0	13266.0	13.0	3604.0	25.0	5935.0
2020-08-12	MD	24	541.0	97384.0	82.0	13348.0	8.0	3612.0	21.0	5956.0
2020-08-13	MD	24	776.0	98160.0	115.0	13463.0	8.0	3620.0	6.0	5962.0
2020-08-14	MD	24	715.0	98875.0	45.0	13508.0	11.0	3631.0	24.0	5986.0
2020-08-15	MD	24	818.0	99693.0	48.0	13556.0	5.0	3636.0	9.0	5995.0
2020-08-16	MD	24	519.0	100212.0	58.0	13614.0	3.0	3639.0	9.0	6004.0
2020-08-17	MD	24	503.0	100715.0	44.0	13658.0	2.0	3641.0	4.0	6008.0
2020-08-18	MD	24	520.0	101235.0	40.0	13698.0	9.0	3650.0	0.0	6008.0
2020-08-19	MD	24	414.0	101649.0	46.0	13744.0	11.0	3661.0	22.0	6030.0
2020-08-20	MD	24	580.0	102229.0	41.0	13785.0	8.0	3669.0	10.0	6040.0
2020-08-21	MD	24	670.0	102899.0	38.0	13823.0	5.0	3674.0	7.0	6047.0
2020-08-22	MD	24	624.0	103523.0	41.0	13864.0	11.0	3685.0	0.0	6047.0
2020-08-23	MD	24	579.0	104102.0	92.0	13956.0	6.0	3691.0	0.0	6047.0
2020-08-24	MD	24	567.0	104669.0	51.0	14007.0	3.0	3694.0	0.0	6047.0
2020-08-25	MD	24	377.0	105046.0	44.0	14051.0	13.0	3707.0	9.0	6056.0
2020-08-26	MD	24	440.0	105486.0	39.0	14090.0	10.0	3717.0	5.0	6061.0
2020-08-27	MD	24	577.0	106063.0	51.0	14141.0	5.0	3722.0	19.0	6080.0
2020-08-28	MD	24	601.0	106664.0	43.0	14184.0	14.0	3736.0	44.0	6124.0
2020-08-29	MD	24	630.0	107294.0	33.0	14217.0	10.0	3746.0	0.0	6124.0
2020-08-30	MD	24	497.0	107791.0	38.0	14255.0	6.0	3752.0	0.0	6124.0
2020-08-31	MD	24	458.0	108249.0	48.0	14303.0	3.0	3755.0	0.0	6124.0
2020-09-01	MD	24	614.0	108863.0	34.0	14337.0	6.0	3761.0	852.0	6976.0
2020-09-02	MD	24	456.0	109319.0	14.0	14351.0	5.0	3766.0	50.0	7026.0
2020-09-03	MD	24	693.0	110012.0	76.0	14427.0	12.0	3778.0	13.0	7039.0
2020-09-04	MD	24	819.0	110831.0	46.0	14473.0	11.0	3789.0	33.0	7072.0
2020-09-05	MD	24	776.0	111607.0	43.0	14516.0	7.0	3796.0	27.0	7099.0
2020-09-06	MD	24	512.0	112119.0	57.0	14573.0	3.0	3799.0	4.0	7103.0
2020-09-07	MD	24	764.0	112883.0	30.0	14603.0	5.0	3804.0	9.0	7112.0
2020-09-08	MD	24	356.0	113239.0	33.0	14636.0	3.0	3807.0	30.0	7142.0
2020-09-09	MD	24	336.0	113575.0	36.0	14672.0	9.0	3816.0	15.0	7157.0
2020-09-10	MD	24	503.0	114078.0	34.0	14706.0	8.0	3824.0	9.0	7166.0
2020-09-11	MD	24	646.0	114724.0	50.0	14756.0	4.0	3828.0	20.0	7186.0
2020-09-12	MD	24	809.0	115533.0	40.0	14796.0	8.0	3836.0	35.0	7221.0
2020-09-13	MD	24	577.0	116110.0	55.0	14851.0	2.0	3838.0	4.0	7225.0
2020-09-14	MD	24	536.0	116646.0	33.0	14884.0	1.0	3839.0	4.0	7229.0
2020-09-15	MD	24	599.0	117245.0	34.0	14918.0	10.0	3849.0	25.0	7254.0
2020-09-16	MD	24	643.0	117888.0	41.0	14959.0	6.0	3855.0	32.0	7286.0
2020-09-17	MD	24	631.0	118519.0	49.0	15008.0	6.0	3861.0	25.0	7311.0
2020-09-18	MD	24	543.0	119062.0	62.0	15070.0	8.0	3869.0	40.0	7351.0
2020-09-19	MD	24	682.0	119744.0	49.0	15119.0	7.0	3876.0	23.0	7374.0
2020-09-20	MD	24	412.0	120156.0	0.0	15119.0	3.0	3879.0	3.0	7377.0
2020-09-21	MD	24	412.0	120568.0	52.0	15171.0	4.0	3883.0	1.0	7378.0
2020-09-22	MD	24	344.0	120912.0	66.0	15237.0	12.0	3895.0	16.0	7394.0
2020-09-23	MD	24	385.0	121297.0	31.0	15268.0	7.0	3902.0	2.0	7396.0
2020-09-24	MD	24	503.0	121800.0	31.0	15299.0	7.0	3909.0	20.0	7416.0
2020-09-25	MD	24	559.0	122359.0	29.0	15328.0	8.0	3917.0	15.0	7431.0
2020-09-26	MD	24	613.0	122972.0	54.0	15382.0	8.0	3925.0	27.0	7458.0
2020-09-27	MD	24	431.0	123403.0	16.0	15398.0	10.0	3935.0	5.0	7463.0
2020-09-28	MD	24	477.0	123880.0	30.0	15428.0	3.0	3938.0	13.0	7476.0
2020-09-29	MD	24	431.0	124311.0	32.0	15460.0	8.0	3946.0	33.0	7509.0
2020-09-30	MD	24	414.0	124725.0	70.0	15530.0	3.0	3949.0	27.0	7536.0
2020-10-01	MD	24	785.0	125510.0	12.0	15542.0	0.0	3949.0	32.0	7568.0
2020-10-02	MD	24	712.0	126222.0	32.0	15574.0	1.0	3950.0	38.0	7606.0
2020-10-03	MD	24	597.0	126819.0	96.0	15670.0	7.0	3957.0	46.0	7652.0
2020-10-04	MD	24	471.0	127290.0	35.0	15705.0	1.0	3958.0	1.0	7653.0
2020-10-05	MD	24	501.0	127791.0	40.0	15745.0	3.0	3961.0	4.0	7657.0
2020-10-06	MD	24	413.0	128204.0	46.0	15791.0	6.0	3967.0	4.0	7661.0
2020-10-07	MD	24	460.0	128664.0	52.0	15843.0	6.0	3973.0	4.0	7665.0
2020-10-08	MD	24	761.0	129425.0	55.0	15898.0	6.0	3979.0	11.0	7676.0
2020-10-09	MD	24	734.0	130159.0	58.0	15956.0	11.0	3990.0	28.0	7704.0
2020-10-10	MD	24	636.0	130795.0	50.0	16006.0	5.0	3995.0	17.0	7721.0
2020-10-11	MD	24	562.0	131357.0	52.0	16058.0	4.0	3999.0	17.0	7738.0
2020-10-12	MD	24	504.0	131861.0	49.0	16107.0	4.0	4003.0	0.0	7738.0
2020-10-13	MD	24	482.0	132343.0	43.0	16150.0	9.0	4012.0	6.0	7744.0
2020-10-14	MD	24	575.0	132918.0	65.0	16215.0	10.0	4022.0	68.0	7812.0
2020-10-15	MD	24	630.0	133548.0	40.0	16255.0	6.0	4028.0	39.0	7851.0
2020-10-16	MD	24	781.0	134329.0	33.0	16288.0	4.0	4032.0	18.0	7869.0
2020-10-17	MD	24	798.0	135127.0	64.0	16352.0	4.0	4036.0	11.0	7880.0
2020-10-18	MD	24	530.0	135657.0	83.0	16435.0	1.0	4037.0	10.0	7890.0
2020-10-19	MD	24	497.0	136154.0	40.0	16475.0	4.0	4041.0	2.0	7892.0
2020-10-20	MD	24	590.0	136744.0	41.0	16516.0	9.0	4050.0	34.0	7926.0
2020-10-21	MD	24	492.0	137236.0	33.0	16549.0	8.0	4058.0	34.0	7960.0
2020-10-22	MD	24	743.0	137979.0	54.0	16603.0	12.0	4070.0	39.0	7999.0
2020-10-23	MD	24	712.0	138691.0	47.0	16650.0	8.0	4078.0	31.0	8030.0
2020-10-24	MD	24	796.0	139487.0	55.0	16705.0	13.0	4091.0	25.0	8055.0
2020-10-25	MD	24	792.0	140279.0	52.0	16757.0	5.0	4096.0	9.0	8064.0
2020-10-26	MD	24	565.0	140844.0	62.0	16819.0	3.0	4099.0	3.0	8067.0
2020-10-27	MD	24	897.0	141741.0	40.0	16859.0	9.0	4108.0	32.0	8099.0
2020-10-28	MD	24	684.0	142425.0	51.0	16910.0	7.0	4115.0	18.0	8117.0
2020-10-29	MD	24	962.0	143387.0	61.0	16971.0	12.0	4127.0	27.0	8144.0
2020-10-30	MD	24	927.0	144314.0	52.0	17023.0	10.0	4137.0	20.0	8164.0
2020-10-31	MD	24	967.0	145281.0	70.0	17093.0	10.0	4147.0	17.0	8181.0
2020-05-01	MN	27	620.0	8736.0	52.0	1096.0	28.0	371.0	82.0	1911.0
2020-05-02	MN	27	335.0	9071.0	63.0	1159.0	24.0	395.0	91.0	2002.0
2020-05-03	MN	27	340.0	9411.0	40.0	1199.0	24.0	419.0	594.0	2596.0
2020-05-04	MN	27	824.0	10235.0	72.0	1271.0	9.0	428.0	1188.0	3784.0
2020-05-05	MN	27	641.0	10876.0	79.0	1350.0	27.0	455.0	375.0	4159.0
2020-05-06	MN	27	634.0	11510.0	55.0	1405.0	30.0	485.0	361.0	4520.0
2020-05-07	MN	27	818.0	12328.0	54.0	1459.0	23.0	508.0	280.0	4800.0
2020-05-08	MN	27	712.0	13040.0	90.0	1549.0	26.0	534.0	363.0	5163.0
2020-05-09	MN	27	281.0	13321.0	63.0	1612.0	24.0	558.0	601.0	5764.0
2020-05-10	MN	27	231.0	13552.0	45.0	1657.0	20.0	578.0	540.0	6304.0
2020-05-11	MN	27	827.0	14379.0	59.0	1716.0	13.0	591.0	641.0	6945.0
2020-05-12	MN	27	664.0	15043.0	83.0	1799.0	23.0	614.0	664.0	7609.0
2020-05-13	MN	27	729.0	15772.0	52.0	1851.0	24.0	638.0	540.0	8149.0
2020-05-14	MN	27	793.0	16565.0	64.0	1915.0	25.0	663.0	324.0	8473.0
2020-05-15	MN	27	798.0	17363.0	70.0	1985.0	29.0	692.0	347.0	8820.0
2020-05-16	MN	27	342.0	17705.0	54.0	2039.0	17.0	709.0	751.0	9571.0
2020-05-17	MN	27	311.0	18016.0	51.0	2090.0	22.0	731.0	604.0	10175.0
2020-05-18	MN	27	971.0	18987.0	38.0	2128.0	9.0	740.0	589.0	10764.0
2020-05-19	MN	27	855.0	19842.0	93.0	2221.0	17.0	757.0	776.0	11540.0
2020-05-20	MN	27	767.0	20609.0	87.0	2308.0	29.0	786.0	687.0	12227.0
2020-05-21	MN	27	973.0	21582.0	72.0	2380.0	32.0	818.0	261.0	12488.0
2020-05-22	MN	27	792.0	22374.0	52.0	2432.0	33.0	851.0	208.0	12696.0
2020-05-23	MN	27	391.0	22765.0	102.0	2534.0	10.0	861.0	789.0	13485.0
2020-05-24	MN	27	356.0	23121.0	54.0	2588.0	17.0	878.0	630.0	14115.0
2020-05-25	MN	27	403.0	23524.0	88.0	2676.0	12.0	890.0	701.0	14816.0
2020-05-26	MN	27	784.0	24308.0	33.0	2709.0	18.0	908.0	707.0	15523.0
2020-05-27	MN	27	680.0	24988.0	87.0	2796.0	34.0	942.0	791.0	16314.0
2020-05-28	MN	27	571.0	25559.0	84.0	2880.0	35.0	977.0	341.0	16655.0
2020-05-29	MN	27	454.0	26013.0	56.0	2936.0	29.0	1006.0	275.0	16930.0
2020-05-30	MN	27	168.0	26181.0	75.0	3011.0	30.0	1036.0	934.0	17864.0
2020-05-31	MN	27	141.0	26322.0	36.0	3047.0	14.0	1050.0	831.0	18695.0
2020-06-01	MN	27	575.0	26897.0	39.0	3086.0	10.0	1060.0	746.0	19441.0
2020-06-02	MN	27	479.0	27376.0	48.0	3134.0	22.0	1082.0	940.0	20381.0
2020-06-03	MN	27	513.0	27889.0	69.0	3203.0	15.0	1097.0	788.0	21169.0
2020-06-04	MN	27	401.0	28290.0	50.0	3253.0	29.0	1126.0	321.0	21490.0
2020-06-05	MN	27	398.0	28688.0	36.0	3289.0	33.0	1159.0	374.0	21864.0
2020-06-06	MN	27	165.0	28853.0	47.0	3336.0	22.0	1181.0	389.0	22253.0
2020-06-07	MN	27	135.0	28988.0	31.0	3367.0	16.0	1197.0	739.0	22992.0
2020-06-08	MN	27	448.0	29436.0	34.0	3401.0	11.0	1208.0	665.0	23657.0
2020-06-09	MN	27	430.0	29866.0	40.0	3441.0	20.0	1228.0	564.0	24221.0
2020-06-10	MN	27	333.0	30199.0	41.0	3482.0	39.0	1267.0	454.0	24675.0
2020-06-11	MN	27	219.0	30418.0	40.0	3522.0	13.0	1280.0	195.0	24870.0
2020-06-12	MN	27	45.0	30463.0	35.0	3557.0	25.0	1305.0	158.0	25028.0
2020-06-13	MN	27	2.0	30465.0	24.0	3581.0	9.0	1314.0	592.0	25620.0
2020-06-14	MN	27	6.0	30471.0	29.0	3610.0	15.0	1329.0	470.0	26090.0
2020-06-15	MN	27	222.0	30693.0	20.0	3630.0	6.0	1335.0	519.0	26609.0
2020-06-16	MN	27	189.0	30882.0	28.0	3658.0	9.0	1344.0	397.0	27006.0
2020-06-17	MN	27	414.0	31296.0	31.0	3689.0	13.0	1357.0	398.0	27404.0
2020-06-18	MN	27	379.0	31675.0	29.0	3718.0	19.0	1376.0	162.0	27566.0
2020-06-19	MN	27	356.0	32031.0	30.0	3748.0	17.0	1393.0	143.0	27709.0
2020-06-20	MN	27	436.0	32467.0	19.0	3767.0	11.0	1404.0	496.0	28205.0
2020-06-21	MN	27	453.0	32920.0	30.0	3797.0	8.0	1412.0	458.0	28663.0
2020-06-22	MN	27	307.0	33227.0	33.0	3830.0	4.0	1416.0	402.0	29065.0
2020-06-23	MN	27	242.0	33469.0	30.0	3860.0	9.0	1425.0	334.0	29399.0
2020-06-24	MN	27	294.0	33763.0	37.0	3897.0	7.0	1432.0	308.0	29707.0
2020-06-25	MN	27	360.0	34123.0	46.0	3943.0	9.0	1441.0	147.0	29854.0
