0,302780
1,341395
2,390550
3,483351
4,565815
5,806760
6,1035932
7,1205468
8,1156103
9,1363758
10,1512076
11,1521755
12,1332900
13,1454084
14,1718098
15,1565751
16,1236381
17,1062338
18,846725
19,663352
20,472940
21,479809
22,426542
23,378567
24,385652
25,433649
26,452957
27,477523
28,476864
29,417214
30,347268
31,294683
32,236906
33,180536
34,146706
35,102202
36,100023
37,80741
38,83450
39,92565
40,133720
